date,title,score,url
2019/1/4 21:00,"What Net Neutrality In California Could Mean For Facebook, Google And Apple ",0.012268239,https://www.forbes.com/sites/forbestechcouncil/2019/01/04/what-net-neutrality-in-california-could-mean-for-facebook-google-and-apple/
2019/1/5 08:16,"Apple Loop: Serious iPhone Problems, Apple Disappoints Investors, Netflix Alters iOS Subscription ",0.136518286,https://www.forbes.com/sites/ewanspence/2019/01/04/apple-news-headlines-warning-iphone-xr-iphone-xs-iphone-se-china-disaster-problems-mistake/
2019/1/5 13:23,Respecting Intellectual Property Is Not Just A China Problem ,0.006032673,https://www.forbes.com/sites/tiriasresearch/2019/01/05/respecting-intellectual-property-is-not-just-a-china-problem/
2019/1/5 19:55,Could Apple Finally Be Succumbing ToGravity? ,0.006124187,https://www.forbes.com/sites/enriquedans/2019/01/05/could-apple-finally-be-succumbing-to-gravity/
2019/1/6 02:54,Will Trump Cave On China Trade Negotiations After Apple's Collapse And The Stock Market Slide? ,0.02764428,https://www.forbes.com/sites/chuckjones/2019/01/05/will-trump-cave-on-china-trade-negotiations-after-apples-collapse-and-the-stock-market-slide/
2019/1/6 23:05,Why Apple Is Warren Buffett's Second Big Bad Tech Blunder ,0.036455652,https://www.forbes.com/sites/petercohan/2019/01/06/why-apple-is-warren-buffetts-second-big-bad-tech-blunder/
2019/1/7 02:40,"Apple Sees Market Capitalization Slump To $703Bn, 36% Off Peak ",0.008403448,https://www.forbes.com/sites/rogeraitken/2019/01/06/apple-sees-market-capitalization-slump-to-703b-36-5-off-peak/
2019/1/7 03:24,Apple And Samsung Bury The Hatchet With Shock iTunes On TVs Deal ,0.042052661,https://www.forbes.com/sites/johnarcher/2019/01/06/apple-and-samsung-bury-the-hatchet-with-shock-itunes-on-tv-deal/
2019/1/7 10:30,First iPhone XI Design Leak Highlights Triple Rear Camera ,0.77537314,https://www.forbes.com/sites/gordonkelly/2019/01/06/apple-iphone-xi-xs-max-xr-upgrade-cost-camera-iphone-8-plus-iphone-9/
2019/1/7 17:40,"Apple's Message To China: It's Not Me, It's You ",0.162110935,https://www.forbes.com/sites/franklavin/2019/01/07/apples-message-to-china-its-not-me-its-you/
2019/1/7 20:00,Apple's Shocking Market Decline In Perspective [Infographic] ,0.005956244,https://www.forbes.com/sites/niallmccarthy/2019/01/07/apples-shocking-market-decline-in-perspective-infographic/
2019/1/7 21:28,"In Apple Loss, How Big A Deal Is China, Really? ",0.002306359,https://www.forbes.com/sites/kenrapoza/2019/01/07/in-apple-loss-how-big-a-deal-is-china-really/
2019/1/8 00:29,These 14 Apple Apps Could Pose A Big Security Risk ,0.019117925,https://www.forbes.com/sites/kateoflahertyuk/2019/01/07/these-14-apple-apps-could-pose-a-big-security-risk/
2019/1/8 01:00,Withings And Garmin Go After The Apple Watch At CES ,0.123100934,https://www.forbes.com/sites/anthonykarcz/2019/01/07/withings-and-garmin-go-after-the-apple-watch-at-ces/
2019/1/8 06:41,Apple Flaunts Privacy At CES - Why Other Companies Should Pay Attention ,0.032077391,https://www.forbes.com/sites/blakemorgan/2019/01/07/apple-flaunts-privacy-at-ces-why-other-companies-should-pay-attention/
2019/1/8 08:11,iPhone Problems Raise Questions Over Apple's Choices ,0.159007269,https://www.forbes.com/sites/ewanspence/2019/01/07/apple-iphone-xs-max-iphone-xr-iphone-se-tim-cook-disaster-mistake-solution/
2019/1/8 21:13,Why You Should Buy Amazon And Sell Apple ,0.085933672,https://www.forbes.com/sites/petercohan/2019/01/08/why-you-should-buy-amazon-and-sell-apple/
2019/1/9 09:41,Apple Supplier Announces Potentially Revolutionary iPhone Tech ,0.096436291,https://www.forbes.com/sites/gordonkelly/2019/01/08/apple-iphone-xs-max-xr-upgrade-price-cost-face-id-touch-id-2019/
2019/1/9 17:30,Apple CEO Tim Cook Applies Three Persuasive Communication Techniques To Answer Tough Questions ,0.295425224,https://www.forbes.com/sites/carminegallo/2019/01/09/apple-ceo-tim-cook-applies-three-persuasive-communication-techniques-to-answer-tough-questions/
2019/1/10 08:15,Restaurant Week: Snag A Deal In The Big Apple Or Beyond ,0.01320695,https://www.forbes.com/sites/irenelevine/2019/01/09/restaurant-week-snag-a-deal-in-the-big-apple-or-beyond/
2019/1/10 08:19,Disappointing iPhone XR Sales Force Apple's Latest Decision ,-0.009078714,https://www.forbes.com/sites/ewanspence/2019/01/09/apple-iphone-xr-sales-cut-drop-supplier-revenue-warning-services/
2019/1/10 10:12,"Spotify, Apple Music Helped CD Baby Artists Earn Over $100 Million In 2018 ",0.004913413,https://www.forbes.com/sites/spencerdukoff/2019/01/09/spotify-apple-music-cd-baby-artists-100-million-2018/
2019/1/10 16:17,Apple's Biggest Problem Isn't China ,0.024677063,https://www.forbes.com/sites/panosmourdoukoutas/2019/01/10/apples-biggest-problem-isnt-china/
2019/1/11 06:15,Looking To Rent In Manhattan This Winter? Bundle Up Your Wallet And Expectations ,0.005715152,https://www.forbes.com/sites/heathersenison/2019/01/10/looking-to-rent-in-manhattan-this-winter-bundle-up-your-wallet-and-expectations/
2019/1/11 09:30,Apple Slashes iPhone XR Price For Carriers ,0.555527561,https://www.forbes.com/sites/gordonkelly/2019/01/10/apple-iphone-xs-max-xr-problem-price-cuts-cost-sales-upgrade-discounts/
2019/1/12 00:53,What Does It Take For A Team To Be In The Top 1% In The Tech Industry? ,0.004345225,https://www.forbes.com/sites/quora/2019/01/11/what-does-it-take-for-a-team-to-be-in-the-top-1-in-the-tech-industry/
2019/1/12 02:35,"Apple's 2019 iPhone Line-Up May Have Been Revealed: 3 Phones, Last LCD-Screen iPhone ",0.076256482,https://www.forbes.com/sites/davidphelan/2019/01/11/apple-iphone-11-3-phones-including-one-with-3-cameras-last-iphone-with-lcd-screen-iphone-xi/
2019/1/12 08:04,"Apple Loop: iPhone Pricing Strategy, Tim Cook Addresses Problems, Details Of The 2019 iPhone Design ",0.328699009,https://www.forbes.com/sites/ewanspence/2019/01/11/apple-news-iphone-xr-iphone-xs-iphone-xs-max-sales-price-cut-problems-leak/
2019/1/13 07:42,Apple AirPods 2 May Be Imminent As AirPower Rumored To Be In Production At Last ,0.160692747,https://www.forbes.com/sites/davidphelan/2019/01/12/apple-airpods-2-may-be-imminent-as-apple-airpower-rumored-to-be-starting-production-at-last/
2019/1/14 10:10,Apple's 2019 iPhones May Pack WiFi 6 ,3.30654791,https://www.forbes.com/sites/gordonkelly/2019/01/13/apple-iphone-11-upgrade-update-release-date-price-cost-xr-xs-max/
2019/1/14 19:00,Is Apple's Problem In China The Economy Or Simply A Loss Of Market Share? ,0.067289618,https://www.forbes.com/sites/jackperkowski/2019/01/14/is-apples-problem-in-china-the-economy-or-simply-a-loss-of-market-share/
2019/1/14 22:10,3 Signs That Apple Has Lost Its Innovation Mojo ,0.201626055,https://www.forbes.com/sites/petercohan/2019/01/14/3-signs-that-apple-has-lost-its-innovation-mojo/
2019/1/14 23:28,Apple AirPods 2 Will Be The Most Revolutionary Ear Accessories In History ,1.913369815,https://www.forbes.com/sites/curtissilver/2019/01/14/apple-airpods-2-will-be-the-most-revolutionary-ear-accessories-in-history/
2019/1/15 09:17,2019 iPhone Hints Suggest A Lack Of Innovation ,0.063353454,https://www.forbes.com/sites/ewanspence/2019/01/14/apple-iphone-new-leak-rumor-innovation-camera-boring-failure/
2019/1/15 12:00,Xiaomi Mi Mix 3 Global Edition Review: OnePlus Has A New Challenger In Europe ,0.591302877,https://www.forbes.com/sites/bensin/2019/01/14/xiaomi-mi-mix-3-review/
2019/1/16 05:32,United's Apple Disclosure Reminds Us About The Value Of Offline Data ,0.01802324,https://www.forbes.com/sites/kalevleetaru/2019/01/15/uniteds-apple-disclosure-reminds-us-about-the-value-of-offline-data/
2019/1/16 10:30,iPhone 11 Leak Reveals 2nd Apple Prototype ,0.28511937,https://www.forbes.com/sites/gordonkelly/2019/01/15/apple-iphone-11-upgrade-release-date-cost-price-xs-max-xr/
2019/1/16 20:41,Apple AirPods' Brilliant Live Listen Feature And Eavesdropping: Here's All You Need To Know ,0.482291954,https://www.forbes.com/sites/davidphelan/2019/01/16/apple-airpods-2-live-listen-feature-highlighted-for-eavesdropping-smarts/
2019/1/16 22:14,Netflix's 13% To 18% Price Increase Offers Apple A Lesson ,0.024398249,https://www.forbes.com/sites/petercohan/2019/01/16/netflixs-13-to-18-price-increase-offers-apple-a-lesson/
2019/1/17 01:03,"Apple's Smart Battery Case Boosts Latest iPhones, Has 1 Brilliant Extra Feature ",0.350726661,https://www.forbes.com/sites/davidphelan/2019/01/16/apples-smart-battery-cases-boost-latest-iphones-have-1-brilliant-extra-feature/
2019/1/17 01:49,Is This Apple's iPhone Apocalypse? ,0.024599818,https://www.forbes.com/sites/davidpridham/2019/01/16/is-this-apples-iphone-apocalypse/
2019/1/17 03:01,Apple: A Good Time To Initiate A Position ,0.029823385,https://www.forbes.com/sites/kenkam/2019/01/16/apple-a-good-time-to-initiate-a-position/
2019/1/17 04:00,Apple Music Now Bundled Free With Some Verizon Wireless Unlimited Plans ,0.146815673,https://www.forbes.com/sites/davidphelan/2019/01/16/verizon-wireless-bundling-free-apple-music-with-some-unlimited-plans/
2019/1/17 06:38,Do You Really Want Your Insurer Buying You An Apple Watch? ,0.111119648,https://www.forbes.com/sites/jessicabaron/2019/01/16/do-you-really-want-your-insurer-buying-you-an-apple-watch/
2019/1/17 08:08,"iPhone Success Fades Away, What Will Apple Sacrifice Next? ",0.032452115,https://www.forbes.com/sites/ewanspence/2019/01/16/apple-iphone-sales-failure-tim-cook-itunes-messages-wechat-services-prediction/
2019/1/17 19:30,Facebook 'Likes' (And Open Sources) Better Mobile Image Software ,0.002368733,https://www.forbes.com/sites/adrianbridgwater/2019/01/17/facebook-likes-and-open-sources-better-mobile-image-software/
2019/1/18 00:27,Apple Has Just Ushered In The Era Of Digital Health ,0.002657411,https://www.forbes.com/sites/johnnosta/2019/01/17/apple-has-just-ushered-in-the-era-of-digital-health/
2019/1/18 04:44,"Apple's India Move Is Risky, But Better Than Facing Trump's Trade War ",0.054539519,https://www.forbes.com/sites/davidvolodzko/2019/01/17/will-apple-become-the-trade-wars-next-victim/
2019/1/18 07:43,Apple Plans Ambitious iPad And iPad Mini Launch ,0.037873301,https://www.forbes.com/sites/ewanspence/2019/01/17/apple-ipad-mini-new-leak-rumor-launch-pencil-education/
2019/1/18 09:50,More iPhone Supplier Struggles As New Price Cuts Mooted ,0.199335463,https://www.forbes.com/sites/gordonkelly/2019/01/17/apple-iphone-upgrade-2019-price-cut-sale-reduction-iphone-xs-max-xr/
2019/1/19 01:01,How Much Can Apple Gain By Partnering With Insurers To Sell Apple Watch? ,0.007271119,https://www.forbes.com/sites/greatspeculations/2019/01/18/how-much-can-apple-gain-by-partnering-with-insurers-to-sell-apple-watch/
2019/1/19 01:36,Apple And Nvidia Join Facebook In My Bear Market Portfolio ,0.04345111,https://www.forbes.com/sites/kenkam/2019/01/18/apple-and-nvidia-join-facebook-in-my-bear-market-portfolio/
2019/1/19 08:02,"Apple Loop: Massive iPhone 11 Leaks, Tim Cook's Big Battery Problem,iPhone XR Price Cuts ",0.103427095,https://www.forbes.com/sites/ewanspence/2019/01/18/apple-news-iphone-xr-iphone-11-price-cut-new-leak-rumor-usbc-qualcomm-smart-battery-case/
2019/1/21 10:10,Apple Patents Controversial iPhone Camera Change ,0.816915848,https://www.forbes.com/sites/gordonkelly/2019/01/20/apple-iphone-11-xs-max-xr-upgrade-release-date-price-cost-camera/
2019/1/21 22:19,The End Of Apple ,3.310580043,https://www.forbes.com/sites/stephenmcbride1/2019/01/21/the-end-of-apple/
2019/1/22 06:21,Why Didn't Apple Use Qualcomm's Modems In 2018 iPhones? ,0.015112179,https://www.forbes.com/sites/patrickmoorhead/2019/01/21/why-didnt-apple-use-qualcomms-modems-in-2018-iphones/
2019/1/22 08:33,Is Apple Testing iPhone SE 2 Sales Potential ,0.222702685,https://www.forbes.com/sites/ewanspence/2019/01/21/apple-iphone-se-se2-xr-xs-sale-clearance-new-test-release-price/
2019/1/22 09:10,Apple Expands Certified Refurbished iPhone Program To Back Market ,0.160711537,https://www.forbes.com/sites/johnkoetsier/2019/01/21/apple-expands-certified-refurbished-iphone-program-to-back-market/
2019/1/22 19:40,These Affordable Wireless Earbuds Sound Great With Apple And Android Phones ,0.040719767,https://www.forbes.com/sites/marksparrow/2019/01/22/these-affordable-wireless-earbuds-sound-great-with-apple-and-android-phones/
2019/1/22 22:09,This Day In Data: From The Apple Macintosh To The iPhone And AI In China ,0.006877414,https://www.forbes.com/sites/gilpress/2019/01/22/this-day-in-data-from-the-apple-macintosh-to-the-iphone-and-ai-in-china/
2019/1/22 23:31,"Apple AirPods 2 May Be Hot On The Heels Of AirPower, Rumored To Be Incoming Soon ",0.15386017,https://www.forbes.com/sites/davidphelan/2019/01/22/apple-airpods-2-may-follow-airpower-rumored-to-be-incoming-soon-release-date/
2019/1/23 02:28,"Apple Most-Admired Global Company, Says Fortune (Amazon #2, Google #7, Alibaba #34, Facebook #44) ",0.054091535,https://www.forbes.com/sites/johnkoetsier/2019/01/22/apple-most-admired-global-company-says-fortune-amazon-2-google-7-alibaba-34-facebook-44/
2019/1/23 04:29,3 Things You Need To Know About Augmented Intelligence ,0.115101296,https://www.forbes.com/sites/danielaraya/2019/01/22/3-things-you-need-to-know-about-augmented-intelligence/
2019/1/23 04:54,Apple Releases iOS 12.1.3: Details About The Update You Should Know ,0.212191672,https://www.forbes.com/sites/amitchowdhry/2019/01/22/apple-releases-ios-12-1-3-features/
2019/1/23 10:30,Apple Supplier Warning Reveals iPhone XR Problem ,0.406772863,https://www.forbes.com/sites/gordonkelly/2019/01/22/apple-iphone-xr-xs-max-upgrade-cost-price-cut-lcd-display-oled-problem/
2019/1/24 09:18,Why The iPhone Needs A Supercharged Battery Strategy ,0.011900317,https://www.forbes.com/sites/ewanspence/2019/01/23/apple-iphone-se-xr-sales-fail-battery-replacement-throttle-price-failure/
2019/1/24 10:30,Apple iOS 12.1.3 Continues iPhone Cellular Data Problems ,-0.095025936,https://www.forbes.com/sites/gordonkelly/2019/01/23/apple-ios-12-1-3-iphone-upgrade-4g-xs-max-xr-cellular-data-problem/
2019/1/24 22:15,Why Is Apple Going To Sleep? ,0.00706934,https://www.forbes.com/sites/forbestechcouncil/2019/01/24/why-is-apple-going-to-sleep/
2019/1/25 05:00,Apple iPhone XS Smart Battery Case Review: Worth Your Money? ,0.134353133,https://www.forbes.com/sites/davidphelan/2019/01/24/apple-iphone-xs-smart-battery-case-review-worth-your-money-iphone-xs-max-iphone-xr/
2019/1/25 06:22,Job Cuts At Enigmatic Apple Car Project Underscore Self-Driving Tech's Hard Realities ,0.023299511,https://www.forbes.com/sites/alanohnsman/2019/01/24/job-cuts-at-enigmatic-apple-car-project-underscore-self-driving-techs-hard-realities/
2019/1/25 06:34,Alexa Can Now Play Apple Music On Amazon Echo Smart Speakers  --  Here's How ,0.003949912,https://www.forbes.com/sites/jeanbaptiste/2019/01/24/alexa-can-now-play-apple-music-on-amazon-echo-smart-speakers-heres-how/
2019/1/25 10:20,Apple iOS 12.1.3 Release: Should You Upgrade? ,-0.053911898,https://www.forbes.com/sites/gordonkelly/2019/01/24/apple-ios-12-1-3-release-should-you-upgrade-iphone-ipad/
2019/1/26 00:13,Greater China In Focus As Apple Reports Fiscal Q1 Results ,0.00712664,https://www.forbes.com/sites/greatspeculations/2019/01/25/greater-china-in-focus-as-apple-reports-fiscal-q1-results/
2019/1/26 09:54,"Apple Loop: Apple's Long Term Future, iPhone XR Screen Problems, The iPhone SE Returns ",0.482991281,https://www.forbes.com/sites/ewanspence/2019/01/25/apple-news-iphone-xr-se-xs-sales-death-end-tim-cook-ios-ipad-new-leak/
2019/1/26 22:10,Apple's March Quarter Guidance Is More Likely To Disappoint Than Bring Relief ,0.00358129,https://www.forbes.com/sites/chuckjones/2019/01/26/apples-march-quarter-guidance-is-more-likely-to-disappoint-than-bring-relief/
2019/1/27 08:00,"Apple Leaks Predict New iPads, iPad Mini And, Astonishingly, A New iPod ",0.453592161,https://www.forbes.com/sites/davidphelan/2019/01/26/apple-leaks-predict-new-ipads-ipad-mini-and-astonishingly-a-new-ipod/
2019/1/27 09:10,Apple iOS 12.1.3 Cuts Off WiFi -- Again ,2.025408288,https://www.forbes.com/sites/gordonkelly/2019/01/26/apple-ios-12-1-3-release-iphone-xs-max-xr-problem-wifi-problem-4g-cellular-data-not-working/
2019/1/28 07:30,"AirPods 2 Revealed In Leak To Be Nearly Here, Boasting Brilliant New Feature ",1.673021507,https://www.forbes.com/sites/davidphelan/2019/01/27/airpods-2-revealed-by-leak-to-be-nearly-here-boasting-brilliant-new-feature/
2019/1/28 17:55,Leaked Android Q Code Reveals Apple-Inspired Security Secret ,0.017587272,https://www.forbes.com/sites/daveywinder/2019/01/28/leaked-android-q-code-reveals-apple-inspired-security-secret/
2019/1/29 02:49,Qualcomm Q1 Preview: MSM Business In Focus ,0.008152418,https://www.forbes.com/sites/greatspeculations/2019/01/28/qualcomm-q1-preview-msm-business-in-focus/
2019/1/29 05:05,"Apple Eyeing A 'Netflix For Games' Subscription Service, Report Claims ",0.017703424,https://www.forbes.com/sites/davidphelan/2019/01/28/is-apple-eyeing-a-subscription-service-to-work-like-netflix-for-games/
2019/1/29 05:07,Apple Fighting Gender-Gap One App Developer At A Time ,0.000953714,https://www.forbes.com/sites/larrymagid/2019/01/28/apple-fighting-gender-gap-one-app-developer-at-a-time/
2019/1/29 06:48,"China Smartphone Shipments Hit Five-Year Low; Huawei Gains, Apple Falls ",0.000205796,https://www.forbes.com/sites/russellflannery/2019/01/28/china-smartphone-shipments-hit-five-year-low-huawei-gains-apple-falls/
2019/1/29 08:01,Serious iPhone Problems Force Tim Cook Into Risky Decision ,0.009174529,https://www.forbes.com/sites/ewanspence/2019/01/28/apple-iphone-xr-xs-plus-sales-crash-problems-profit-price-revenue-earnings/
2019/1/29 08:47,Earnings Preview: What To Expect From Apple On Tuesday ,0.00846474,https://www.forbes.com/sites/adamsarhan/2019/01/28/earnings-preview-what-to-expect-from-apple-on-tuesday-5/
2019/1/29 11:24,The FTC May Cause More Harm To The Wireless Industry Than It Accuses Qualcomm Of Inflicting ,0.040921762,https://www.forbes.com/sites/tiriasresearch/2019/01/28/the-ftc-may-cause-more-harm-to-the-wireless-industry-than-it-accuses-qualcomm-of-inflicting/
2019/1/29 20:09,Services And Privacy: A GoodMix ,0.0021118,https://www.forbes.com/sites/enriquedans/2019/01/29/services-and-privacy-a-good-mix/
2019/1/29 20:20,Apple Confirms iPhone FaceTime Eavesdropping Exploit -- Here's What To Do ,0.699557837,https://www.forbes.com/sites/daveywinder/2019/01/29/apple-confirms-iphone-facetime-eavesdropping-exploit-heres-what-to-do/
2019/1/29 21:15,"As FaceTime Bug Bites, 3 Reasons To Bet That Apple Won't Beat And Raise ",0.002731452,https://www.forbes.com/sites/petercohan/2019/01/29/as-facetime-bug-bites-3-reasons-to-bet-that-apple-wont-beat-and-raise/
2019/1/29 22:37,"Apple Today, Powell Tomorrow: Busy Earnings And Fed Week Continues ",0.007849649,https://www.forbes.com/sites/jjkinahan/2019/01/29/apple-today-powell-tomorrow-busy-earnings-and-fed-week-continues/
2019/1/30 00:18,Apple's Airpods 2 Will Beat Google With Improved Features ,0.097915829,https://www.forbes.com/sites/jaymcgregor/2019/01/29/apple-airpods-2-release-date-price-news-siri/
2019/1/30 00:41,Apple Earnings: Consumer Health May Be On Display As Company Opens Its Books ,0.001009291,https://www.forbes.com/sites/jjkinahan/2019/01/29/apple-earnings-consumer-health-may-be-on-display-as-company-opens-its-books/
2019/1/30 00:42,It's Super Easy To Spy On iPhones With Apple's Embarrassing FaceTime Bug -- But It's Still Illegal ,0.024030767,https://www.forbes.com/sites/thomasbrewster/2019/01/29/its-stupidly-easy-to-spy-on-iphones-with-apples-facetime-bugbut-its-still-illegal/
2019/1/30 01:51,Apple's Earnings: Is All The 'Bad News' Baked Into Revenue Pie? ,0.011121327,https://www.forbes.com/sites/rogeraitken/2019/01/29/apples-earnings-is-all-the-bad-news-baked-into-revenue-pie/
2019/1/30 04:15,Have The Nifty Fifty Become The Nifty Half-Dozen? ,0.090985516,https://www.forbes.com/sites/martinsosnoff/2019/01/29/have-the-nifty-fifty-become-the-nifty-half-dozen/
2019/1/30 08:35,Samsung Buys Significant New Camera Advantage Over Apple ,0.008255932,https://www.forbes.com/sites/paulmonckton/2019/01/29/samsung-corephotonics/
2019/1/30 10:10,Apple Issues iPhone FaceTime Security Warning ,0.160423073,https://www.forbes.com/sites/gordonkelly/2019/01/29/apple-ios-12-1-3-release-iphone-xs-max-xr-problem-facetime-problem-video-calls-audio-calls/
2019/1/30 12:38,How Freaked Out Should You Be About The Apple FaceTime Eavesdropping Bug? ,0.076984042,https://www.forbes.com/sites/tonybradley/2019/01/29/how-freaked-out-should-you-be-about-the-apple-facetime-eavesdropping-bug/
2019/1/30 18:57,Got A Broken Apple Watch? You Could Be Inline For A Meaty Upgrade ,0.023802435,https://www.forbes.com/sites/paullamkin/2019/01/30/got-a-broken-apple-watch-you-could-be-inline-for-a-meaty-upgrade/
2019/1/30 21:30,Why India Is The Go-To Country For Assembly Of iPhones ,0.001819756,https://www.forbes.com/sites/ralphjennings/2019/01/30/why-india-is-the-go-to-country-for-assembly-of-iphones/
2019/1/30 22:18,Apple Q1 Earnings Review: A Closer Look At How The Services Business Is Faring ,-0.000118646,https://www.forbes.com/sites/greatspeculations/2019/01/30/apple-q1-earnings-review-a-closer-look-at-how-the-services-business-is-faring/
2019/1/30 22:44,"Earnings Recharge: Strong Reports From Apple, Boeing Help Lift Stocks Ahead Of Fed ",0.009369207,https://www.forbes.com/sites/jjkinahan/2019/01/30/earnings-recharge-strong-reports-from-apple-boeing-help-lift-stocks-ahead-of-fed/
2019/1/31 04:18,"Apple Engineer Arrested, Accused Of Stealing Autonomous Vehicle Trade Secrets ",0.002752628,https://www.forbes.com/sites/lianeyvkoff/2019/01/30/apple-engineer-arrested-accused-of-stealing-autonomous-vehicle-trade-secrets/
2019/1/31 04:52,Apple's Facetime Problems Illustrate Some Of The Fatal Flaws Of Blockchain ,0.011458066,https://www.forbes.com/sites/davidblack/2019/01/30/apples-facetime-problems-illustrate-some-of-the-fatal-flaws-of-blockchain/
2019/1/31 08:24,iPhone Camera Details Reveal Apple's Late Surprise ,0.06018556,https://www.forbes.com/sites/ewanspence/2019/01/30/apple-iphone-xs-max-2019-camera-triple-specs-launch-date-price/
2019/1/31 18:50,Apple Contractor Foxconn Makes Gains With Its Own Brand Of Phones In A Tough Market ,0.016758244,https://www.forbes.com/sites/ralphjennings/2019/01/31/apple-contractor-foxconn-makes-gains-with-its-own-brand-of-phones-in-a-tough-market/
2019/1/31 22:50,Apple May Kill The iPhone's Lightning Port This Year. Good Riddance ,0.124675616,https://www.forbes.com/sites/bensin/2019/01/31/apple-may-kill-the-iphones-lightning-port-this-year-good-riddance/
2019/2/1 03:06,Your iPhone Can Now Store Your Health Records: Why Should You Care? ,0.016958508,https://www.forbes.com/sites/shourjyasanyal/2019/01/31/your-iphone-can-now-store-your-health-records-why-should-you-care/
2019/2/1 07:40,New iPad Mini 5 Leaks Promote Tim Cook's Online Ambitions ,0.172868105,https://www.forbes.com/sites/ewanspence/2019/01/31/apple-ipad-mini-5-new-leak-rumor-services-iphone-se-launch-date-price/
2019/2/1 09:03,Pioneer AVIC-W8400NEX Review: Flagship Option For Getting CarPlay In Your Vehicle ,0.047192972,https://www.forbes.com/sites/bradmoon/2019/01/31/pioneer-avic-w8400nex-review-flagship-option-for-getting-carplay-in-your-vehicle/
